as_of_date,sku,product_name,category,warehouse,supplier,forecast_horizon_days,point_forecast_units,forecast_low_units,forecast_high_units,available_inventory,inbound_quantity_90d,inventory_position,expected_lead_time_days_p75,reorder_date,recommended_quantity,estimated_purchase_cost,priority_or_risk_classification,reason_code,projected_stockout_date,container_slot,assumptions,human_approval_status
30/06/2026,BRA-0001,Category 2 Model 001,Category 2,Warehouse A,SUP-008,30,27.185,19.6845,34.6854,0,662,662,80,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0018,Category 1 Model 018,Category 1,Warehouse C,SUP-002,60,18.1607,13.2267,23.0948,1045,0,1045,68.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0018,Category 1 Model 018,Category 1,Warehouse C,SUP-002,90,27.2484,19.8792,34.6175,1045,0,1045,68.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0019,Category 1 Model 019,Category 1,Warehouse A,SUP-009,30,39.3667,28.5052,50.2281,772,48,820,97.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0019,Category 1 Model 019,Category 1,Warehouse A,SUP-009,60,78.7472,57.3526,100.1417,772,48,820,97.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0019,Category 1 Model 019,Category 1,Warehouse A,SUP-009,90,118.0238,86.105,149.9427,772,48,820,97.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0019,Category 1 Model 019,Category 1,Warehouse B,SUP-009,30,17.394,12.5949,22.1931,1025,0,1025,97.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0019,Category 1 Model 019,Category 1,Warehouse B,SUP-009,60,34.7216,25.2882,44.155,1025,0,1025,97.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0019,Category 1 Model 019,Category 1,Warehouse B,SUP-009,90,52.0376,37.9644,66.1109,1025,0,1025,97.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0019,Category 1 Model 019,Category 1,Warehouse C,SUP-009,30,8.0873,5.8559,10.3186,1361,0,1361,97.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0019,Category 1 Model 019,Category 1,Warehouse C,SUP-009,60,16.2234,11.8157,20.6311,1361,0,1361,97.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0019,Category 1 Model 019,Category 1,Warehouse C,SUP-009,90,24.325,17.7464,30.9035,1361,0,1361,97.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0020,Category 4 Model 020,Category 4,Warehouse A,SUP-016,30,6.9489,5.0317,8.8662,129,0,129,51,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0020,Category 4 Model 020,Category 4,Warehouse A,SUP-016,60,13.854,10.09,17.6179,129,0,129,51,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0020,Category 4 Model 020,Category 4,Warehouse A,SUP-016,90,20.7626,15.1474,26.3777,129,0,129,51,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0020,Category 4 Model 020,Category 4,Warehouse B,SUP-016,30,5.3932,3.9052,6.8813,30,0,30,51,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0020,Category 4 Model 020,Category 4,Warehouse B,SUP-016,60,10.8022,7.8674,13.737,30,0,30,51,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0020,Category 4 Model 020,Category 4,Warehouse B,SUP-016,90,16.1823,11.8059,20.5587,30,0,30,51,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0020,Category 4 Model 020,Category 4,Warehouse C,SUP-016,30,1.9105,1.3834,2.4376,36,0,36,51,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0020,Category 4 Model 020,Category 4,Warehouse C,SUP-016,60,3.8316,2.7906,4.8726,36,0,36,51,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0020,Category 4 Model 020,Category 4,Warehouse C,SUP-016,90,5.7296,4.1801,7.2791,36,0,36,51,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0021,Category 1 Model 021,Category 1,Warehouse A,SUP-023,30,25.7932,18.6768,32.9097,245,30,275,87.25,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0021,Category 1 Model 021,Category 1,Warehouse A,SUP-023,60,51.6107,37.5888,65.6326,245,30,275,87.25,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0021,Category 1 Model 021,Category 1,Warehouse A,SUP-023,90,77.2965,56.3922,98.2009,245,30,275,87.25,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0021,Category 1 Model 021,Category 1,Warehouse B,SUP-023,30,11.9621,8.6617,15.2625,664,0,664,87.25,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0021,Category 1 Model 021,Category 1,Warehouse B,SUP-023,60,23.9448,17.4393,30.4502,664,0,664,87.25,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0021,Category 1 Model 021,Category 1,Warehouse B,SUP-023,90,35.9448,26.2237,45.6658,664,0,664,87.25,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0021,Category 1 Model 021,Category 1,Warehouse C,SUP-023,30,9.0349,6.5421,11.5276,16,0,16,87.25,30/06/2026,96,13349.76,High,BUY_APPROVAL_REQUIRED,,1,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,Pending approval
30/06/2026,BRA-0021,Category 1 Model 021,Category 1,Warehouse C,SUP-023,60,18.0719,13.162,22.9818,16,0,16,87.25,30/06/2026,96,13349.76,High,BUY_APPROVAL_REQUIRED,,1,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,Pending approval
30/06/2026,BRA-0021,Category 1 Model 021,Category 1,Warehouse C,SUP-023,90,27.0696,19.7488,34.3905,16,0,16,87.25,30/06/2026,96,13349.76,High,BUY_APPROVAL_REQUIRED,,1,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,Pending approval
30/06/2026,BRA-0022,Category 2 Model 022,Category 2,Warehouse A,SUP-005,30,3.7641,2.7256,4.8027,43,0,43,34.75,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0022,Category 2 Model 022,Category 2,Warehouse A,SUP-005,60,7.5091,5.469,9.5492,43,0,43,34.75,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0022,Category 2 Model 022,Category 2,Warehouse A,SUP-005,90,11.2772,8.2274,14.3271,43,0,43,34.75,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0022,Category 2 Model 022,Category 2,Warehouse B,SUP-005,30,0.9383,0.6794,1.1972,39,0,39,34.75,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0022,Category 2 Model 022,Category 2,Warehouse B,SUP-005,60,1.8646,1.358,2.3712,39,0,39,34.75,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0022,Category 2 Model 022,Category 2,Warehouse B,SUP-005,90,2.7967,2.0403,3.553,39,0,39,34.75,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0022,Category 2 Model 022,Category 2,Warehouse C,SUP-005,30,0.869,0.6293,1.1088,76,0,76,34.75,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0022,Category 2 Model 022,Category 2,Warehouse C,SUP-005,60,1.7466,1.272,2.2211,76,0,76,34.75,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0022,Category 2 Model 022,Category 2,Warehouse C,SUP-005,90,2.6183,1.9102,3.3264,76,0,76,34.75,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0023,Category 2 Model 023,Category 2,Warehouse A,SUP-012,30,32.9892,23.8873,42.0911,1150,79,1229,64,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0023,Category 2 Model 023,Category 2,Warehouse A,SUP-012,60,65.9565,48.037,83.8759,1150,79,1229,64,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0023,Category 2 Model 023,Category 2,Warehouse A,SUP-012,90,98.9122,72.162,125.6624,1150,79,1229,64,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0023,Category 2 Model 023,Category 2,Warehouse B,SUP-012,30,15.0992,10.9333,19.2651,194,47,241,64,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0023,Category 2 Model 023,Category 2,Warehouse B,SUP-012,60,30.1875,21.986,38.3891,194,47,241,64,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0023,Category 2 Model 023,Category 2,Warehouse B,SUP-012,90,45.3105,33.0566,57.5645,194,47,241,64,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0023,Category 2 Model 023,Category 2,Warehouse C,SUP-012,30,9.9921,7.2353,12.749,858,141,999,64,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0023,Category 2 Model 023,Category 2,Warehouse C,SUP-012,60,19.9923,14.5607,25.424,858,141,999,64,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0023,Category 2 Model 023,Category 2,Warehouse C,SUP-012,90,29.9233,21.8307,38.0159,858,141,999,64,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0024,Category 4 Model 024,Category 4,Warehouse A,SUP-019,30,25.0241,18.1198,31.9283,304,0,304,105,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0024,Category 4 Model 024,Category 4,Warehouse A,SUP-019,60,49.979,36.4004,63.5576,304,0,304,105,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0024,Category 4 Model 024,Category 4,Warehouse A,SUP-019,90,74.963,54.6897,95.2362,304,0,304,105,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0024,Category 4 Model 024,Category 4,Warehouse B,SUP-019,30,13.0456,9.4463,16.6449,607,49,656,105,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0024,Category 4 Model 024,Category 4,Warehouse B,SUP-019,60,26.0578,18.9782,33.1373,607,49,656,105,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0024,Category 4 Model 024,Category 4,Warehouse B,SUP-019,90,39.0988,28.5247,49.6728,607,49,656,105,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0024,Category 4 Model 024,Category 4,Warehouse C,SUP-019,30,7.1941,5.2092,9.179,534,24,558,105,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0024,Category 4 Model 024,Category 4,Warehouse C,SUP-019,60,14.3326,10.4386,18.2266,534,24,558,105,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0024,Category 4 Model 024,Category 4,Warehouse C,SUP-019,90,21.4826,15.6728,27.2925,534,24,558,105,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0025,Category 2 Model 025,Category 2,Warehouse A,SUP-001,30,29.3207,21.231,37.4104,156,0,156,51,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0025,Category 2 Model 025,Category 2,Warehouse A,SUP-001,60,58.5874,42.67,74.5048,156,0,156,51,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0025,Category 2 Model 025,Category 2,Warehouse A,SUP-001,90,87.7951,64.0514,111.5387,156,0,156,51,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0025,Category 2 Model 025,Category 2,Warehouse B,SUP-001,30,16.663,12.0656,21.2604,267,43,310,51,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0025,Category 2 Model 025,Category 2,Warehouse B,SUP-001,60,33.3344,24.2779,42.391,267,43,310,51,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0025,Category 2 Model 025,Category 2,Warehouse B,SUP-001,90,49.9744,36.4591,63.4896,267,43,310,51,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0025,Category 2 Model 025,Category 2,Warehouse C,SUP-001,30,9.2844,6.7228,11.846,537,234,771,51,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0025,Category 2 Model 025,Category 2,Warehouse C,SUP-001,60,18.5703,13.525,23.6156,537,234,771,51,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0025,Category 2 Model 025,Category 2,Warehouse C,SUP-001,90,27.8301,20.3036,35.3566,537,234,771,51,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0026,Category 3 Model 026,Category 3,Warehouse A,SUP-008,30,3.0912,2.2383,3.9441,57,0,57,80,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0026,Category 3 Model 026,Category 3,Warehouse A,SUP-008,60,6.1513,4.48,7.8225,57,0,57,80,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0026,Category 3 Model 026,Category 3,Warehouse A,SUP-008,90,9.1998,6.7118,11.6878,57,0,57,80,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0026,Category 3 Model 026,Category 3,Warehouse B,SUP-008,30,1.16,0.8399,1.48,88,0,88,80,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0026,Category 3 Model 026,Category 3,Warehouse B,SUP-008,60,2.3019,1.6765,2.9273,88,0,88,80,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0026,Category 3 Model 026,Category 3,Warehouse B,SUP-008,90,3.4439,2.5125,4.3753,88,0,88,80,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0026,Category 3 Model 026,Category 3,Warehouse C,SUP-008,30,1.6833,1.2188,2.1477,30,0,30,80,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0026,Category 3 Model 026,Category 3,Warehouse C,SUP-008,60,3.3603,2.4473,4.2732,30,0,30,80,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0026,Category 3 Model 026,Category 3,Warehouse C,SUP-008,90,5.0373,3.675,6.3996,30,0,30,80,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0027,Category 3 Model 027,Category 3,Warehouse A,SUP-015,30,35.5887,25.7696,45.4077,12,360,372,45.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0027,Category 3 Model 027,Category 3,Warehouse A,SUP-015,60,71.1549,51.8231,90.4868,12,360,372,45.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0027,Category 3 Model 027,Category 3,Warehouse A,SUP-015,90,106.7039,77.8465,135.5613,12,360,372,45.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0027,Category 3 Model 027,Category 3,Warehouse B,SUP-015,30,17.5162,12.6834,22.3489,83,0,83,45.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0027,Category 3 Model 027,Category 3,Warehouse B,SUP-015,60,35.0568,25.5323,44.5812,83,0,83,45.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0027,Category 3 Model 027,Category 3,Warehouse B,SUP-015,90,52.557,38.3433,66.7707,83,0,83,45.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0027,Category 3 Model 027,Category 3,Warehouse C,SUP-015,30,6.8977,4.9946,8.8008,49,0,49,45.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0027,Category 3 Model 027,Category 3,Warehouse C,SUP-015,60,13.752,10.0158,17.4882,49,0,49,45.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0027,Category 3 Model 027,Category 3,Warehouse C,SUP-015,90,20.6467,15.0629,26.2305,49,0,49,45.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0028,Category 3 Model 028,Category 3,Warehouse A,SUP-022,30,22.5662,16.3401,28.7923,88,0,88,70.75,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0028,Category 3 Model 028,Category 3,Warehouse A,SUP-022,60,45.064,32.8207,57.3073,88,0,88,70.75,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0028,Category 3 Model 028,Category 3,Warehouse A,SUP-022,90,67.5157,49.2565,85.775,88,0,88,70.75,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0028,Category 3 Model 028,Category 3,Warehouse B,SUP-022,30,8.8335,6.3963,11.2707,675,24,699,70.75,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0028,Category 3 Model 028,Category 3,Warehouse B,SUP-022,60,17.6798,12.8765,22.4832,675,24,699,70.75,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0028,Category 3 Model 028,Category 3,Warehouse B,SUP-022,90,26.5032,19.3355,33.6708,675,24,699,70.75,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0028,Category 3 Model 028,Category 3,Warehouse C,SUP-022,30,7.6811,5.5619,9.8004,137,888,1025,70.75,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0028,Category 3 Model 028,Category 3,Warehouse C,SUP-022,60,15.3419,11.1737,19.5101,137,888,1025,70.75,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
